2296,EA100-30A,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,-,1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg
2297,EA100-30B,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,-,1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg
2298,EA100CA-400F,[For EA100CA-400] filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,-,1000,300,3090,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg
2299,EA100CA-400H,[EA100CA-400] Horse for filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,-,1000,300,2650,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg
2300,EA101-10A,[R12 / R22 / R407C] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,-,1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg
2301,EA101-10B,[R410A] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,-,1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg
2302,EA101BB,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,-,1000,300,17800,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg
2303,EA101BB-1,[R12 ? R22] Bow Balve -type Gezy Jage Halldo,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,-,1000,300,14200,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg
2304,EA101BB-2,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,-,1000,300,30000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg
2305,EA101LR,[R404A / R407C] Ballball -type gaeje,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,-,1000,300,15400,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg
