1133,EA100-30A,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP5003-1
Åú Total length   240mm
Åú Equipment side   amplifier
Åú Bombbe side   Blood Harrison
",1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg
1134,EA100-30B,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP5003-2
Åú Total length   240mm
Åú Device side   Brad Harrison
",1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg
1135,EA100CA-400F,[For EA100CA-400] filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   100343
Åú Compatible character number   EA100CA-400 filter
",1000,300,3090,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg
1136,EA100CA-400H,[EA100CA-400] Horse for filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   100345
Åú Compatible character number   EA100CA-400F hose
Åú Total length   about 150mm
",1000,300,2650,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg
1137,EA101-10A,[R12 / R22 / R407C] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP701-1
Åú Connection diameter   NPT1/8 ÅhÅ~ 1/4Åh (Unf7/16-20)
 increase.
Åú Applicable refrigerant ... R12 / R22 / R407C
",1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg
1138,EA101-10B,[R410A] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP701-2
Åú Connection diameter   NPT1/8 ÅhÅ~ 5/16Åh (Unf1/2-20)
 increase.
Åú Applicable refrigerant ... R410A
",1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg
1139,EA101BB,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP7120S
Åú Applicable refrigerant   R12 / R22 exclusive
Åú With site glass
 1.0MPa
Åú Connection port diameter ... Unf7/16-20 (1/4 ""flare)
Åú Charge hose   100cm Å~ 3
Åú Weight   238g
Åú Gauge diameter   É”68mm
 Therefore, valve damage can be prevented due to over -tightening valve.
Åú Valve can be operated by opening and closing.
Åú The gauge has an anti -vibration cover.
",1000,300,17800,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg
1140,EA101BB-1,[R12 ? R22] Bow Balve -type Gezy Jage Halldo,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP712S
Åú With site glass
Åú Gauge diameter   É”68mm
Åú Pressmeter   -0.1 to 3.0MPa
Åú Renameter   -0.1 to 1.0MPa \
Åú Connection port diameter ... Unf7/16-20 (1/4 ""flare)
Åú By ball valve specifications, it is possible to open and close smoothly with large flow rate and low pressure resistance
Åú Zero adjusted screw with zero.",1000,300,14200,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg
1141,EA101BB-2,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP7125SL
Åú Applicable refrigerant   R12 / R22 exclusive
Åú With site glass
 1.0MPa
Åú Connection port diameter ... Unf7/16-20 (1/4 ""flare)
Åú Charge hose ... 100cm x 3 pcs
 I will do it.
Åú 90 Åã can be operated by opening and closing.
Åú Gauge diameter ... É”80mm
Åú Control valve ... with one
",1000,300,30000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg
1142,EA101LR,[R404A / R407C] Ballball -type gaeje,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP722S
Åú With site glass
Åú pressure gauge   -0.1 to 3.5MPA
Åú Renameter   -0.1 to 2.5MPA
Åú Connection port diameter   UNF7 /16-20 (1/4 ""flare)
Åú Gauge diameter ... É”68mm
Åú The ball valve specification can open and close smoothly with large flow rate and low pressure resistance
Åú Zero adjusted screw with zero.",1000,300,15400,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg
1143,EA101LR-1,[R404A / R407C] Ballball -type gaeje,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP7220S
Åú With site glass
Åú Pressmeter   -0.1 to 3.5MPA
Åú Renameter   -0.1 to 2.5MPA
Åú Connection port diameter   UNF7 /16-20 (1/4 ""flare)
Åú Charge hose ... 100cm x 3 bottles
Åú Valve operation can be performed by opening and closing 90 Åã. Gauge diameter   É”68mm (with vibration resistance cover)
Åú Control valve   with 2 pieces
",1000,300,26400,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-1/EA101LR-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-1/EA101LR-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-1/EA101LR-1_IMG_WEB_OUT(01).jpg
1144,EA101LR-2B,[R404A / R407C] Gauge Mani Hold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"Åú Manufacturer   Rotex (ROTEX)
Åú Model number   RP7210S
Åú Gauge diameter   É”68mm
Åú Pressurometer   -0.1 to 3.5MPA
Åú Renameter   -0.1 to 2.5MPA
Åú Connection port diameter   UNF7/16-20 (1/4 ""flare)
Åú Charge hose   100cm Å~ 3
Åú Zero adjusted screw
Åú Grip ... Rubber
",1000,300,20400,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-2B/EA101LR-2B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-2B/EA101LR-2B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR-2B/EA101LR-2B_IMG_WEB_OUT(01).jpg
