2968,EA339GA-11,10-30mm pipe cutter (1 blade),SUPER EGO,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Spain,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,10400,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA339/EA339GA-11/EA339GA-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA339/EA339GA-11/EA339GA-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA339/EA339GA-11/EA339GA-11_IMG_WEB_OUT(01).jpg,,,,
2969,EA338RC,phi 12-63mm/255mm PE tube cutter (glachet type),RIDGID TOOL COMPANY,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,China,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,14600,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338RC/EA338RC_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338RC/EA338RC_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338RC/EA338RC_IMG_WEB_OUT(01).jpg,,,,
2970,EA338FB-1,Replacement blade (for EA338FB/1 sheet),Fujiya,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Japan,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,1460,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338FB-1/EA338FB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338FB-1/EA338FB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338FB-1/EA338FB-1_IMG_WEB_OUT(01).jpg,,,,
2971,EA338BG-13,[For EA338BG-3] Cutter replacement blade,SUPER EGO,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Spain,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,4040,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-13/EA338BG-13_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-13/EA338BG-13_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-13/EA338BG-13_IMG_WEB_OUT(01).jpg,,,,
2972,EA338BG-12,[For EA338BG-2] Cutter replacement blade,SUPER EGO,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Spain,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,1890,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-12/EA338BG-12_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-12/EA338BG-12_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-12/EA338BG-12_IMG_WEB_OUT(01).jpg,,,,
2973,EA338BG-11,[For EA338BG-1] Cutter replacement blade,SUPER EGO,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,-,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,10500,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-11/EA338BG-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-11/EA338BG-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA3/EA338/EA338BG-11/EA338BG-11_IMG_WEB_OUT(01).jpg,,,,
2974,EA530ZD-1,70mm/260mm motor wrench (made by alloy),MCC,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Japan,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,3900,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZD-1/EA530ZD-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZD-1/EA530ZD-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZD-1/EA530ZD-1_IMG_WEB_OUT(01).jpg,,,,
2975,EA530ZC-2,76mm/280mm motor wrench,COOPER TOOLS,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,China,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,11300,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZC-2/EA530ZC-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZC-2/EA530ZC-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZC-2/EA530ZC-2_IMG_WEB_OUT(01).jpg,,,,
2976,EA530ZB-11,16mm-68mm/242mm motor wrench (made of alloy alloy),Top,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Japan,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,4540,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZB-11/EA530ZB-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZB-11/EA530ZB-11_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA530/EA530ZB-11/EA530ZB-11_IMG_WEB_OUT(01).jpg,,,,
2977,EA546DL-14,82mm/350mm Formed type Wide Press (aluminity),Top,-,-,"Explosion -proof tools, water and gas piping work tools",-,-,-,Japan,-,"But it is a curve each of them feels, unmistakably. It is the parabola. They must have guessed, once or twice?guessed and refused to believe?that everything, always, collectively, had been moving toward that purified shape latent in the sky, that shape of no surprise, no second chance, no return. Yet they do move forever under it, reserved for its own black-and-white bad news certainly as if it were the rainbow, and they its children. . . .","
Maker MCC (Matsusaka Iron Works) 

Model number TWMA
260 

Total length 262mm 

Opening size 0
70mm 

Weight 280g 

Material aluminum alloy 
Aluminum alloy that is difficult to scratch 

Because the warm is removed from the main unit, quick size is possible. 

You can work with Tsurichi for the mounting nut.",200,500,13000,2400,3,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA546/EA546DL-14/EA546DL-14_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA546/EA546DL-14/EA546DL-14_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA5/EA546/EA546DL-14/EA546DL-14_IMG_WEB_OUT(01).jpg,,,,
