1133,EA100-30A,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP5003-1
- Total length   240mm
- Equipment side   amplifier
- Bombbe side   Blood Harrison
",1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30A/EA100-30A_IMG_WEB_OUT(01).jpg
1134,EA100-30B,240mm float cable adapter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP5003-2
- Total length   240mm
- Device side   Brad Harrison
",1000,300,11000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100-30B/EA100-30B_IMG_WEB_OUT(01).jpg
1135,EA100CA-400F,[For EA100CA-400] filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   100343
- Compatible character number   EA100CA-400 filter
",1000,300,3090,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400F/EA100CA-400F_IMG_WEB_OUT(01).jpg
1136,EA100CA-400H,[EA100CA-400] Horse for filter,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Refrigerant recovery machine,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   100345
- Compatible character number   EA100CA-400F hose
- Total length   about 150mm
",1000,300,2650,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA100/EA100CA-400H/EA100CA-400H_IMG_WEB_OUT(01).jpg
1137,EA101-10A,[R12 / R22 / R407C] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP701-1
- Connection diameter   NPT1/8 ÅhÅ~ 1/4Åh (Unf7/16-20)
 increase.
- Applicable refrigerant ... R12 / R22 / R407C
",1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10A/EA101-10A_IMG_WEB_OUT(01).jpg
1138,EA101-10B,[R410A] Site glass for iconial,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Taiwan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP701-2
- Connection diameter   NPT1/8 ÅhÅ~ 5/16Åh (Unf1/2-20)
 increase.
- Applicable refrigerant ... R410A
",1000,300,2570,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101-10B/EA101-10B_IMG_WEB_OUT(01).jpg
1139,EA101BB,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP7120S
- Applicable refrigerant   R12 / R22 exclusive
- With site glass
 1.0MPa
- Connection port diameter ... Unf7/16-20 (1/4 ""flare)
- Charge hose   100cm Å~ 3
- Weight   238g
- Gauge diameter   É”68mm
 Therefore, valve damage can be prevented due to over -tightening valve.
- Valve can be operated by opening and closing.
- The gauge has an anti -vibration cover.
",1000,300,17800,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB/EA101BB_IMG_WEB_OUT(01).jpg
1185,EA101BB-1,[R12 ? R22] Bow Balve -type Gezy Jage Halldo,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP712S
- With site glass
- Gauge diameter   É”68mm
- Pressmeter   -0.1 to 3.0MPa
- Renameter   -0.1 to 1.0MPa \
- Connection port diameter ... Unf7/16-20 (1/4 ""flare)
- By ball valve specifications, it is possible to open and close smoothly with large flow rate and low pressure resistance
- Zero adjusted screw with zero.",1000,300,14200,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-1/EA101BB-1_IMG_WEB_OUT(01).jpg
1186,EA101BB-2,[R12 ? R22] Bow Balve -type Gage Manhold Kit,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP7125SL
- Applicable refrigerant   R12 / R22 exclusive
- With site glass
 1.0MPa
- Connection port diameter ... Unf7/16-20 (1/4 ""flare)
- Charge hose ... 100cm x 3 pcs
 I will do it.
- 90 Åã can be operated by opening and closing.
- Gauge diameter ... É”80mm
- Control valve ... with one
",1000,300,30000,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101BB-2/EA101BB-2_IMG_WEB_OUT(01).jpg
1187,EA101LR,[R404A / R407C] Ballball -type gaeje,Rotex,-,HVAC,"Freezing - air conditioning tools - piping, cooler, fan, and heat",Tools for refrigerants,,-,Japan,-,-,"- Manufacturer   Rotex (ROTEX)
- Model number   RP722S
- With site glass
- pressure gauge   -0.1 to 3.5MPA
- Renameter   -0.1 to 2.5MPA
- Connection port diameter   UNF7 /16-20 (1/4 ""flare)
- Gauge diameter ... É”68mm
- The ball valve specification can open and close smoothly with large flow rate and low pressure resistance
- Zero adjusted screw with zero.",1000,300,15400,2400,77,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg,https://www.esco-net.com/wcs/escort/ItemFile/EA1/EA101/EA101LR/EA101LR_IMG_WEB_OUT(01).jpg
